online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1,0,3.8,324,52,20,1208,650.0,5047
0,1,4.0,569,52,20,1416,1000.0,5047
1,0,4.2,290,52,17,783,700.0,5047
1,0,4.2,506,52,13,494,500.0,5047
1,0,4.2,128,52,62,1547,100.0,5047
0,0,3.9,117,52,20,565,500.0,5047
1,0,4.1,444,52,20,524,600.0,5047
0,0,4.2,613,52,20,592,500.0,5047
0,0,4.3,356,52,62,1551,300.0,5047
0,1,3.7,96,52,4,884,1100.0,5047
1,0,3.9,358,82,20,1423,850.0,3691
0,1,4.2,246,52,37,983,2500.0,5047
1,0,4.2,144,52,62,1577,250.0,2979
0,0,3.8,128,82,20,1222,600.0,5047
0,0,4.1,1189,52,20,807,1500.0,5047
1,0,4.1,327,52,51,1547,150.0,5047
0,0,4.0,151,72,20,1443,700.0,5047
1,1,4.2,167,52,20,1415,1100.0,3839
0,0,3.8,76,52,62,1547,200.0,5047
1,0,3.9,81,52,20,1607,600.0,5047
1,0,4.0,344,52,62,593,350.0,2460
0,0,4.1,62,72,20,1423,450.0,5047
0,0,4.2,600,52,62,1589,200.0,5047
0,0,4.1,750,52,62,1547,150.0,5047
1,0,3.8,86,52,20,1031,600.0,5047
1,0,4.0,152,72,20,1156,600.0,5047
1,0,4.3,85,72,62,1547,200.0,3254
0,0,4.0,212,52,62,1156,250.0,5047
1,0,3.5,250,52,62,1235,300.0,5047
1,0,4.0,173,52,62,1611,300.0,5047
0,0,4.2,124,52,41,1112,400.0,5047
0,0,4.2,62,52,62,1585,350.0,5047
0,1,3.7,77,52,5,624,2000.0,5047
1,0,3.9,462,52,62,552,200.0,5047
1,0,3.9,441,82,62,1218,250.0,5047
1,0,3.9,284,52,41,1670,400.0,5047
0,0,3.1,116,52,41,1451,600.0,5047
0,1,3.7,113,72,20,1222,1000.0,5047
0,0,4.2,62,52,62,1628,200.0,5047
1,0,3.9,72,52,13,425,500.0,5047
1,0,3.9,252,52,13,455,400.0,5047
0,0,4.0,52,52,62,865,250.0,5047
0,0,3.6,101,82,20,1589,500.0,5047
1,0,3.9,115,52,62,1636,200.0,5047
0,0,2.9,57,52,62,1156,300.0,5047
1,0,3.7,89,52,41,1242,500.0,5047
1,0,3.9,87,72,62,866,200.0,5047
1,0,4.2,470,52,41,1547,300.0,5047
0,0,3.9,47,52,62,1070,300.0,5047
1,0,4.0,58,52,41,1456,300.0,5047
1,0,4.1,166,52,30,792,400.0,5047
1,0,3.7,100,52,62,1196,400.0,5047
1,0,2.4,71,52,67,934,500.0,5047
1,0,3.9,185,50,62,1388,450.0,5047
0,0,3.1,49,52,41,1586,800.0,5047
1,0,2.7,72,52,41,1360,550.0,5047
0,0,2.6,30,52,62,920,500.0,5047
0,0,2.7,43,52,9,1021,150.0,5047
1,0,3.9,291,52,63,1590,300.0,93
0,0,2.8,270,52,41,1465,500.0,5047
0,1,3.9,96,5,60,91,1200.0,5047
0,1,4.3,1103,62,5,891,1650.0,5047
0,0,3.2,97,62,24,1423,1000.0,5047
0,1,4.1,4781,52,49,1020,2600.0,5047
0,0,4.3,2324,52,52,909,1800.0,5047
1,0,4.2,1734,52,57,539,1400.0,5047
0,0,4.0,777,52,46,968,1400.0,5047
1,1,4.2,471,52,21,1367,1200.0,3514
0,0,4.1,742,52,57,903,1500.0,5047
0,1,4.1,405,52,46,718,1500.0,5047
1,1,4.1,664,52,5,887,1100.0,5047
0,1,3.7,96,52,4,884,1100.0,5047
1,0,3.7,174,82,21,68,800.0,4300
0,1,3.7,77,52,5,624,2000.0,5047
0,1,3.9,96,5,60,91,1200.0,5047
0,1,4.3,1103,62,5,891,1650.0,5047
1,1,4.6,2423,62,21,723,1100.0,1514
0,1,4.0,617,62,38,1440,1800.0,5047
0,0,4.0,930,62,21,50,800.0,5047
0,0,3.7,103,62,21,61,900.0,5047
0,0,4.0,84,62,21,1099,1200.0,5047
1,1,3.1,405,5,21,1272,800.0,1157
1,1,4.8,6470,52,21,41,1400.0,421
1,0,4.2,1734,52,57,539,1400.0,5047
0,1,4.2,167,61,5,624,1400.0,5047
1,1,4.2,471,52,21,1367,1200.0,3514
0,0,4.1,742,52,57,903,1500.0,5047
1,1,4.1,664,52,5,887,1100.0,3875
0,1,3.7,96,52,4,884,1100.0,5047
1,0,3.7,174,82,21,68,800.0,4299
0,1,3.7,77,52,5,624,2000.0,5047
1,1,3.8,203,66,20,1258,1200.0,411
1,1,4.2,4752,12,20,1206,1500.0,4693
0,0,4.1,1015,65,20,1231,500.0,5047
0,1,4.3,620,65,37,1326,3400.0,5047
0,1,3.9,312,65,37,1347,2000.0,5047
0,1,4.0,103,65,20,1156,1900.0,5047
0,1,4.5,2219,66,20,1103,1800.0,5047
1,1,4.3,3152,49,20,1416,1500.0,5047
0,1,4.4,2143,48,37,1314,2200.0,5047
1,1,3.9,1943,49,20,1663,2100.0,5047
0,0,4.6,988,49,37,1654,3000.0,5047
1,1,4.5,1142,12,21,208,1200.0,5047
1,1,4.5,1431,12,21,521,1700.0,5047
1,1,4.3,772,48,20,1494,1400.0,5047
0,1,4.3,689,66,37,805,2500.0,5047
1,0,4.0,3286,12,20,1402,750.0,5047
0,0,4.3,698,49,37,812,3000.0,5047
0,1,3.9,54,49,20,167,1500.0,5047
0,1,4.2,341,48,21,1375,1000.0,5047
0,0,4.3,469,48,25,173,1500.0,5047
1,0,4.0,57,8,20,1019,1500.0,5047
0,0,4.0,53,66,37,143,2000.0,5047
0,1,4.3,331,66,20,1279,1200.0,5047
0,1,4.0,930,8,20,1491,800.0,5047
1,1,4.2,570,73,20,570,1200.0,2659
1,0,4.0,167,66,21,1156,1700.0,2746
1,1,4.3,1055,48,20,981,1600.0,5047
1,0,3.8,159,27,20,608,1300.0,4177
1,1,3.8,200,49,20,982,1600.0,5047
0,1,4.1,274,49,37,994,3000.0,5047
1,0,4.1,119,66,20,640,1000.0,4471
0,0,3.1,122,48,21,1304,1200.0,5047
0,0,2.8,255,27,20,1196,1000.0,5047
0,0,2.8,132,8,20,1440,650.0,5047
0,0,3.9,90,76,20,1393,1400.0,5047
0,0,3.0,108,49,20,1304,800.0,5047
0,0,3.7,145,66,22,571,1000.0,5047
0,1,3.9,105,8,20,585,1000.0,5047
0,0,3.8,67,66,20,1547,500.0,5047
0,0,3.8,52,66,20,1314,1200.0,5047
0,0,2.3,118,66,20,602,650.0,5047
0,1,4.3,166,78,37,18,2800.0,5047
0,1,4.4,1086,78,20,1325,1600.0,5047
0,1,4.1,329,15,46,1397,1300.0,5047
1,1,4.2,476,15,20,1272,1700.0,1299
1,1,4.0,189,74,21,1361,1300.0,4102
1,1,3.8,91,15,20,1429,1800.0,1570
0,1,3.8,110,61,20,1570,1600.0,5047
1,0,3.8,75,85,20,672,1000.0,3300
0,1,3.9,158,15,20,1446,1100.0,5047
1,1,4.3,972,12,13,385,750.0,1523
1,1,4.2,2747,49,13,406,1200.0,388
1,1,4.2,2859,65,22,1010,800.0,5047
0,0,4.3,74,65,13,480,400.0,5047
1,0,3.9,88,65,35,774,400.0,5047
1,0,3.6,123,65,13,362,600.0,5047
0,0,4.6,2295,12,13,495,1100.0,5047
0,0,4.5,3599,76,13,338,900.0,5047
1,1,4.4,726,49,22,8,1700.0,5047
0,1,4.1,1750,12,13,386,1000.0,5047
0,0,4.4,2652,12,13,332,600.0,5047
1,0,4.4,1115,48,1,179,600.0,5047
0,1,4.1,568,49,22,1349,2500.0,5047
1,0,4.2,3581,12,13,459,650.0,5047
0,0,4.3,526,48,1,1504,1400.0,5047
1,0,4.1,119,66,13,169,700.0,5047
0,0,4.3,797,12,16,453,900.0,5047
0,0,4.0,1469,49,33,788,450.0,5047
1,0,4.1,488,12,13,345,700.0,5047
1,0,4.3,1135,27,13,438,800.0,5047
0,1,3.9,305,73,13,455,750.0,5047
1,0,3.7,97,27,16,373,650.0,5047
0,0,4.2,619,8,13,369,500.0,5047
1,0,4.2,121,49,14,350,500.0,5047
0,1,3.8,98,48,14,353,1000.0,5047
0,0,4.0,105,48,19,471,1200.0,5047
1,0,3.8,74,8,13,343,650.0,5047
1,0,3.7,70,12,10,511,500.0,5047
0,1,3.9,317,49,13,404,800.0,5047
0,0,3.7,145,66,22,571,1000.0,5047
0,0,3.9,74,76,13,376,500.0,5047
1,0,3.8,263,49,13,332,700.0,938
0,0,3.6,104,8,13,404,800.0,5047
0,0,3.6,47,8,13,332,350.0,5047
1,1,4.6,4841,15,59,1458,1300.0,5047
1,0,4.3,658,15,17,427,750.0,5001
0,0,4.0,38,81,17,429,1100.0,5047
0,0,4.3,167,78,13,499,750.0,5047
1,1,4.2,864,15,22,659,1000.0,2976
1,0,4.2,745,15,13,406,750.0,5047
0,0,4.2,116,78,22,1074,1000.0,5047
0,0,3.8,99,78,13,420,600.0,5047
1,0,4.4,882,26,29,929,500.0,1260
1,0,3.6,385,11,29,639,450.0,2776
1,0,4.0,496,26,62,235,300.0,5047
1,0,4.2,288,76,62,322,500.0,2522
1,0,4.3,295,65,72,1392,500.0,1895
1,0,4.0,115,65,29,235,650.0,1994
1,0,3.4,87,81,72,1156,200.0,5047
1,0,3.4,360,18,62,1156,350.0,5047
1,0,4.2,385,78,13,1478,500.0,1719
1,0,4.2,69,4,62,1510,500.0,5047
1,0,3.9,376,49,70,1121,200.0,352
1,0,4.2,3581,12,13,459,650.0,705
1,0,3.8,93,20,62,1497,300.0,4676
1,0,4.4,638,65,30,956,400.0,5047
1,0,4.3,30,65,72,1465,600.0,4173
1,0,4.0,3286,12,20,1402,750.0,5047
1,0,3.3,262,73,20,1196,500.0,5047
1,0,4.0,1087,8,66,782,550.0,5047
1,0,4.0,114,81,29,1190,500.0,1016
1,1,4.2,570,73,20,570,1200.0,5047
1,0,3.9,116,78,62,1156,150.0,5047
1,0,4.0,208,78,62,1594,250.0,3445
1,0,4.0,152,72,20,1156,600.0,549
1,0,4.3,2162,65,20,239,600.0,237
1,0,3.9,106,81,29,1465,800.0,2174
1,0,3.8,236,73,62,1474,750.0,5047
1,0,3.6,212,15,62,322,400.0,5047
1,0,4.0,631,61,35,777,450.0,5047
1,0,3.8,79,20,62,1156,300.0,5047
1,1,3.3,60,76,62,856,400.0,5047
0,0,4.3,1796,65,20,43,800.0,5047
1,0,4.3,152,78,20,294,650.0,4568
0,0,3.7,45,61,20,602,900.0,5047
1,0,2.9,75,73,20,1156,500.0,1842
1,0,4.0,661,14,62,323,600.0,3357
1,1,4.4,3727,48,23,1464,1300.0,5047
1,0,3.3,82,20,72,1269,400.0,5047
1,1,3.8,197,76,20,274,800.0,5047
1,0,4.9,1749,8,30,767,400.0,5047
1,0,4.1,54,65,20,931,550.0,5047
1,0,4.0,180,78,20,236,750.0,5047
1,1,4.3,772,48,20,1494,1400.0,5047
1,0,4.6,2521,48,20,809,1600.0,5047
1,0,3.0,41,26,29,1513,400.0,5047
1,0,3.9,56,76,62,256,400.0,1239
1,0,3.0,165,12,62,825,350.0,3267
1,0,3.7,70,12,10,511,500.0,3833
1,1,4.2,4752,12,20,1206,1500.0,4693
1,0,4.2,93,8,62,1561,300.0,3443
1,1,4.6,4841,15,59,1458,1300.0,5047
0,0,3.8,62,76,20,1589,400.0,5047
1,0,4.0,70,45,29,1113,600.0,3780
1,0,4.0,280,72,20,1294,600.0,5047
1,0,4.0,47,66,30,773,300.0,777
1,1,4.1,637,15,20,47,1100.0,2562
1,1,4.5,1648,15,20,1008,1300.0,929
1,0,3.9,272,49,12,821,250.0,440
1,0,3.8,266,66,20,604,850.0,4728
1,0,3.2,65,49,45,936,300.0,5047
1,0,2.9,111,73,20,618,500.0,492
1,0,3.9,121,49,62,1474,400.0,492
1,0,4.0,112,72,30,779,400.0,4029
1,1,4.5,1431,12,21,521,1700.0,5047
1,1,4.2,2747,49,13,406,1200.0,388
1,1,4.3,2053,49,20,1627,1500.0,630
1,0,3.9,105,30,62,817,200.0,1760
1,0,3.6,125,8,43,1670,400.0,4989
1,1,4.2,415,8,5,892,1600.0,2805
1,0,4.2,182,14,20,1151,800.0,1442
0,0,4.3,583,78,13,407,700.0,5047
1,1,4.5,1142,12,21,208,1200.0,5047
1,0,3.4,60,20,62,1002,300.0,3467
1,0,4.1,161,76,62,1451,300.0,5047
1,0,2.8,303,14,20,235,500.0,587
1,0,3.9,113,73,62,861,250.0,256
1,0,4.5,222,8,41,773,450.0,3006
1,0,2.6,313,73,20,1145,700.0,1209
1,0,4.4,1115,48,1,179,600.0,912
1,0,4.0,790,66,62,90,400.0,3655
1,0,4.3,131,8,20,1654,700.0,4000
0,1,4.0,1025,8,20,1395,700.0,5047
1,0,4.2,402,15,20,544,600.0,5047
1,0,3.9,104,8,70,1121,400.0,3457
1,0,3.9,87,78,20,1242,500.0,4580
1,0,3.9,148,8,41,182,450.0,2939
0,0,4.3,1195,65,20,521,550.0,5047
1,0,3.9,150,20,30,956,500.0,2815
1,0,3.8,75,85,20,672,1000.0,3300
1,0,3.9,458,65,62,270,400.0,592
1,0,4.0,363,65,20,610,1000.0,5047
1,0,4.2,444,78,14,482,700.0,5047
1,0,3.4,64,12,62,266,400.0,568
1,0,4.2,1773,76,20,625,750.0,637
1,0,3.9,241,4,13,332,700.0,3581
0,0,4.4,1916,65,30,958,400.0,5047
1,0,2.6,72,4,62,1589,300.0,5047
1,1,4.2,2859,65,22,1010,800.0,689
1,1,4.3,512,48,21,558,1300.0,5047
1,0,4.0,787,12,20,42,650.0,5047
1,0,4.2,123,76,30,789,400.0,4481
1,0,4.3,658,15,17,427,750.0,5001
1,0,4.3,7584,12,46,33,1500.0,1530
1,0,4.1,80,14,64,864,350.0,3261
0,1,4.0,930,8,20,1491,800.0,5047
1,1,4.2,864,15,22,659,1000.0,2976
1,1,4.1,866,65,20,1534,1400.0,5047
1,0,3.8,111,15,30,188,500.0,2276
1,0,3.9,218,8,20,1481,800.0,2348
1,0,3.7,184,8,62,322,500.0,3220
1,0,4.0,1106,78,20,1050,1300.0,5047
1,0,4.3,1384,20,20,1088,700.0,5047
1,0,3.9,120,78,20,513,600.0,5047
1,1,4.1,463,12,20,1156,600.0,5047
1,0,3.9,157,85,20,1196,450.0,4400
1,0,4.1,257,81,13,402,500.0,915
1,0,4.2,138,15,20,162,1500.0,5047
1,0,3.9,367,65,20,1263,800.0,1231
1,0,4.2,132,8,30,949,180.0,2911
1,1,3.9,1377,49,37,1156,2100.0,5047
1,0,3.9,185,73,20,1599,400.0,5047
1,0,4.2,233,48,2,194,300.0,3463
1,0,4.0,872,48,62,1608,400.0,3802
1,1,4.2,476,15,20,1272,1700.0,5047
1,0,3.8,210,15,20,1597,400.0,4721
1,0,3.9,62,73,9,216,150.0,3214
1,1,4.2,2938,12,20,970,1000.0,5047
1,1,4.4,2245,48,39,1014,3000.0,4112
1,0,3.8,106,65,62,1561,200.0,4711
1,1,4.5,1258,76,21,146,1700.0,5047
0,0,3.7,46,61,20,1547,1000.0,5047
1,0,3.8,33,78,62,1551,200.0,2822
1,0,4.0,114,49,20,972,1000.0,3482
1,0,3.4,48,78,62,1156,300.0,5047
1,0,3.9,147,15,62,1476,600.0,5047
1,1,3.9,94,8,21,1147,1300.0,4283
1,0,4.3,911,78,20,1013,2000.0,5047
0,0,4.3,1749,12,46,711,1300.0,5047
1,0,3.9,207,76,20,1235,650.0,3609
1,0,3.9,227,12,20,1342,950.0,3989
1,0,3.9,54,26,62,1652,200.0,5047
1,0,4.1,48,12,30,789,300.0,3080
0,0,3.9,256,20,20,1097,700.0,5047
0,0,4.1,803,65,20,1376,800.0,5047
1,0,3.8,59,14,69,853,300.0,2527
0,0,2.8,56,81,62,1617,400.0,5047
1,0,3.4,207,15,20,524,600.0,5047
0,0,4.0,124,12,12,217,500.0,5047
1,1,4.2,2290,76,21,815,1400.0,4127
1,0,4.0,186,14,62,866,400.0,1847
1,0,3.7,162,15,20,604,700.0,1067
1,0,3.7,54,20,30,789,300.0,809
1,0,3.9,88,65,35,774,400.0,3985
1,0,3.7,84,73,20,1196,500.0,4398
1,0,3.9,171,20,62,1399,600.0,1364
1,0,3.5,129,20,20,558,700.0,5047
1,0,3.9,65,8,63,819,250.0,5047
1,0,4.1,241,4,62,1628,200.0,3935
1,0,3.9,134,81,20,1092,700.0,4540
1,0,4.0,57,8,20,1019,1500.0,2003
1,0,4.2,745,15,13,406,750.0,3585
1,0,4.3,335,12,20,1375,800.0,2983
1,0,4.1,67,49,30,767,900.0,1653
1,0,4.1,119,66,13,169,700.0,800
1,1,4.1,2180,8,27,539,2000.0,3650
1,1,4.4,1854,48,20,1009,1500.0,3115
1,0,4.1,1136,8,20,14,1500.0,4870
1,0,4.1,488,12,13,345,700.0,2470
0,1,4.1,105,65,57,664,1000.0,5047
1,0,3.6,118,66,20,521,500.0,5047
1,0,2.9,50,8,62,1589,350.0,134
1,1,4.0,457,15,20,604,1000.0,5047
1,1,4.2,986,78,21,913,1000.0,2928
1,1,4.0,940,12,21,22,1000.0,1697
1,0,4.0,68,12,30,767,250.0,2213
1,0,4.0,122,20,20,673,1000.0,5047
1,1,4.2,82,8,20,1541,700.0,5047
1,1,4.4,502,76,5,1124,1900.0,5047
0,0,3.7,32,14,20,1335,800.0,5047
1,0,4.0,141,30,20,1277,550.0,5047
1,1,3.9,1943,49,20,1663,2100.0,5047
1,0,3.6,52,12,20,1234,600.0,2050
0,0,4.1,405,15,20,1378,750.0,5047
1,1,4.2,861,12,20,1534,1400.0,5047
1,1,4.1,302,66,20,914,1000.0,484
1,1,4.2,354,66,20,1549,1200.0,5047
1,0,4.1,161,81,13,455,300.0,408
1,0,3.8,82,65,30,773,350.0,515
1,0,4.1,34,15,30,787,300.0,5047
1,0,4.1,1222,8,4,663,2000.0,1483
1,0,4.4,69,48,62,789,300.0,1705
1,0,4.2,121,49,14,350,500.0,2477
1,0,4.0,140,12,62,821,400.0,1508
1,1,4.1,774,78,21,29,1200.0,4451
1,1,4.3,972,12,13,385,750.0,1523
1,0,3.8,263,49,13,332,700.0,938
1,0,3.7,66,78,13,483,800.0,2972
1,1,4.4,232,49,5,122,2000.0,1375
1,1,4.5,875,49,20,157,1800.0,5047
1,1,4.4,219,76,20,1529,850.0,5047
1,1,4.3,3152,49,20,1416,1500.0,5047
1,0,3.9,189,45,62,521,200.0,5047
1,0,3.6,123,65,13,362,600.0,224
0,0,4.3,74,65,13,480,400.0,5047
1,0,3.7,281,8,20,1272,800.0,3436
1,0,3.8,111,78,62,84,300.0,2763
0,0,3.8,99,78,13,420,600.0,5047
1,0,4.3,860,78,20,1655,1800.0,5047
1,1,4.0,380,15,20,1243,850.0,5047
1,1,3.8,91,15,20,1429,1800.0,5047
1,1,3.8,81,78,20,604,800.0,5047
0,0,4.0,210,65,20,558,500.0,5047
1,1,2.2,409,49,20,1109,1000.0,4799
1,0,3.7,50,51,20,1554,750.0,5047
1,1,3.8,203,66,20,1258,1200.0,5047
1,0,3.8,74,8,13,343,650.0,4739
1,0,4.4,232,49,62,319,700.0,4488
1,0,3.9,466,78,16,340,800.0,1740
0,0,3.8,41,65,62,210,100.0,5047
0,0,3.6,104,8,13,404,800.0,5047
1,0,4.1,292,43,62,328,600.0,5047
1,1,4.4,725,66,20,1090,1000.0,5047
1,0,3.7,97,27,16,373,650.0,3749
1,0,4.0,1114,41,29,1209,500.0,5047
0,1,4.3,2741,8,5,718,1300.0,5047
1,0,3.7,111,74,20,1136,700.0,5047
1,0,3.8,110,43,72,1002,400.0,5047
0,0,2.5,35,4,62,817,200.0,5047
1,0,4.1,119,66,20,640,1000.0,4471
0,0,4.3,544,12,20,1153,800.0,5047
0,0,3.7,163,76,62,235,300.0,5047
1,0,3.6,79,65,62,1552,500.0,5047
1,1,4.3,3498,48,61,646,1700.0,5047
1,0,3.8,169,73,62,1416,250.0,5047
0,1,4.4,2055,48,21,927,1200.0,5047
1,0,3.8,38,78,20,213,400.0,1704
0,0,4.1,1546,48,57,760,1200.0,5047
0,0,3.9,235,47,5,996,1000.0,5047
1,0,3.9,86,61,5,723,1500.0,5047
1,1,4.3,1055,48,20,981,1600.0,5047
0,0,4.2,1364,66,20,286,700.0,5047
0,1,4.1,1343,48,21,810,2100.0,5047
1,1,4.2,525,73,20,1130,800.0,3909
0,0,4.5,3599,76,13,338,900.0,5047
1,1,4.4,726,49,22,8,1700.0,3410
0,1,4.3,537,73,20,1013,1400.0,5047
0,0,4.1,493,61,20,1587,600.0,5047
0,0,4.2,366,66,62,1181,400.0,5047
0,0,4.3,167,78,13,499,750.0,5047
0,0,3.9,85,12,62,521,500.0,5047
0,0,4.3,797,12,16,453,900.0,5047
0,0,4.0,1469,49,33,788,450.0,5047
0,0,4.3,184,12,30,789,500.0,5047
1,0,4.0,101,76,62,1023,150.0,4662
1,0,3.5,47,85,20,1547,450.0,5047
0,0,3.9,157,48,20,1230,600.0,5047
0,0,3.9,57,14,72,181,1200.0,5047
0,0,4.2,619,8,13,369,500.0,5047
0,0,2.7,77,49,62,1235,500.0,5047
0,0,4.0,102,66,20,521,550.0,5047
0,0,4.0,54,15,62,1112,400.0,5047
0,0,3.9,82,51,20,602,450.0,5047
0,0,3.7,96,12,62,817,500.0,5047
0,0,3.7,62,15,62,817,200.0,5047
0,0,3.9,135,76,20,984,800.0,5047
1,0,4.3,1135,27,13,438,800.0,1045
0,0,3.0,108,49,20,1304,800.0,5047
0,0,3.7,145,66,22,571,1000.0,5047
0,0,3.9,122,8,20,1016,500.0,5047
0,1,3.9,158,15,20,1446,1100.0,5047
0,0,4.2,222,76,30,951,200.0,5047
0,1,3.6,279,76,21,56,800.0,5047
0,0,3.9,42,8,20,617,500.0,5047
0,0,2.9,46,73,20,1602,550.0,5047
0,0,4.1,399,74,62,1178,300.0,5047
0,0,3.4,8,8,62,1156,450.0,5047
0,0,3.4,10,49,62,1209,350.0,5047
0,0,3.4,27,49,62,1371,300.0,5047
0,0,3.0,53,12,62,1597,250.0,5047
1,0,3.8,159,27,20,608,1300.0,5047
0,0,4.1,121,66,20,1196,600.0,5047
0,0,3.7,68,8,20,1587,500.0,5047
1,0,2.9,48,78,3,187,400.0,5047
0,0,3.5,140,12,20,1156,600.0,5047
1,1,3.8,200,49,20,982,1600.0,5047
1,1,4.0,189,74,21,1361,1300.0,4102
0,0,3.9,436,20,20,1140,550.0,5047
1,1,4.2,2859,65,22,1010,800.0,689
0,1,4.3,497,65,54,1124,2000.0,5047
0,0,4.4,1916,65,30,958,400.0,5047
1,0,3.9,88,65,35,774,400.0,3985
0,0,4.0,100,65,30,956,150.0,5047
1,0,4.4,638,65,30,956,400.0,4558
1,0,4.0,49,65,29,181,500.0,1612
1,0,3.8,113,65,30,769,500.0,2281
1,0,3.8,82,65,30,773,350.0,515
0,0,3.9,51,65,30,175,600.0,5047
1,1,4.2,525,73,20,1130,800.0,3908
0,1,4.1,1750,12,13,386,1000.0,5047
1,0,4.4,1115,48,1,179,600.0,913
1,0,4.0,1087,8,66,782,550.0,227
0,0,4.5,236,66,30,790,1250.0,5047
1,0,4.9,1749,8,30,767,400.0,5047
0,0,4.3,526,48,1,1504,1400.0,5047
1,0,4.1,48,12,30,789,300.0,5047
1,0,4.1,119,66,13,169,700.0,5047
0,0,4.0,1469,49,33,788,450.0,5047
1,0,4.4,69,48,62,789,300.0,5047
0,0,4.3,184,12,30,789,500.0,5047
1,1,4.1,302,66,20,914,1000.0,5047
1,0,4.2,121,49,14,350,500.0,5047
1,0,4.5,222,8,41,773,450.0,5047
0,0,3.6,55,66,3,188,300.0,5047
1,0,4.2,123,76,30,789,400.0,5047
1,0,4.2,233,48,2,194,300.0,5047
0,0,4.0,79,49,30,767,800.0,5047
1,0,3.9,65,8,63,819,250.0,5047
1,0,3.9,148,8,41,182,450.0,5047
0,0,3.9,91,48,11,215,400.0,5047
1,0,4.1,67,49,30,767,900.0,5047
1,0,3.9,62,73,9,216,150.0,3214
1,0,4.0,68,12,30,767,250.0,5047
1,0,4.2,132,8,30,949,180.0,5047
1,0,3.9,104,8,70,1121,400.0,5047
0,0,4.0,124,12,12,217,500.0,5047
0,0,4.2,222,76,30,951,200.0,5047
1,0,4.0,47,66,30,773,300.0,5047
0,0,3.4,27,49,62,1371,300.0,5047
1,0,4.0,94,8,30,789,300.0,232
1,1,4.6,4841,15,59,1458,1300.0,2765
1,0,4.3,658,15,17,427,750.0,5001
0,0,4.0,38,81,17,429,1100.0,5047
0,0,3.4,225,14,62,1640,300.0,5047
0,1,4.1,126,78,20,644,2000.0,5047
1,0,4.2,444,78,14,482,700.0,5047
1,0,4.1,80,14,64,864,350.0,3261
0,0,4.0,187,14,62,1117,400.0,5047
1,0,3.8,59,14,69,853,300.0,5047
1,0,4.1,34,15,30,787,300.0,5047
1,0,2.9,48,78,3,187,400.0,5047
0,1,4.3,497,65,54,1124,2000.0,5047
0,0,4.6,4119,65,54,647,1500.0,5047
0,0,4.3,1817,65,20,43,800.0,5047
0,1,4.5,682,65,37,1086,3500.0,5047
0,1,4.3,2246,65,55,694,1700.0,5047
1,1,4.2,2872,65,22,1010,800.0,5047
0,1,4.3,678,65,20,1013,2000.0,5047
1,0,4.3,2177,65,20,239,600.0,5047
0,1,4.4,229,65,5,125,1200.0,5047
1,1,4.1,866,65,20,1534,1400.0,5047
0,0,4.3,1195,65,20,521,550.0,5047
0,1,4.2,484,65,46,878,3000.0,5047
0,0,4.1,1015,65,20,1231,500.0,5047
0,0,4.3,79,65,13,480,400.0,5047
0,1,4.3,620,65,37,1326,3400.0,5047
0,1,4.1,105,65,57,664,1000.0,5047
0,0,4.1,803,65,20,1376,800.0,5047
0,1,4.2,275,65,38,1156,4000.0,5047
0,0,4.0,519,65,4,1235,1000.0,5047
0,1,3.9,312,65,37,1347,2000.0,5047
0,1,4.3,432,65,38,521,3500.0,5047
1,0,4.0,363,65,20,610,1000.0,1392
1,0,3.9,367,65,20,1263,800.0,5047
1,0,4.1,54,65,20,931,550.0,5047
0,0,4.0,228,65,20,1435,700.0,5047
0,0,3.7,298,65,57,1296,1000.0,5047
0,1,4.0,94,65,46,878,2000.0,5047
1,0,3.6,123,65,13,362,600.0,224
0,1,3.9,107,65,20,1156,1900.0,5047
1,0,4.0,135,65,12,821,250.0,5047
0,0,4.0,210,65,20,558,500.0,5047
0,0,2.3,48,65,20,1050,600.0,5047
1,0,4.0,67,65,62,1593,300.0,5047
1,0,3.8,106,65,62,1561,200.0,5047
1,0,3.6,79,65,62,1552,500.0,5047
1,0,3.9,458,65,62,270,400.0,3595
1,0,3.9,253,65,62,1190,500.0,846
0,0,3.8,41,65,62,210,100.0,5047
1,0,3.8,113,65,30,769,500.0,5047
0,1,4.4,4614,49,46,156,1700.0,5047
0,1,4.5,2219,66,20,1103,1800.0,5047
1,1,4.2,4752,12,20,1206,1500.0,5047
1,1,4.3,3152,49,20,1416,1500.0,5047
0,1,4.2,3140,48,46,624,2500.0,5047
0,1,4.5,8419,8,61,11,2000.0,5047
0,1,4.4,895,48,37,148,3000.0,5047
0,1,4.4,2143,48,37,1314,2200.0,5047
1,1,4.4,2245,48,39,1014,3000.0,5047
0,1,4.6,2372,49,37,525,2800.0,5047
0,0,4.2,1364,66,20,286,700.0,5047
0,0,4.5,1610,8,21,1547,1500.0,5047
0,0,4.6,2295,12,13,495,1100.0,5047
1,1,3.9,1943,49,20,1663,2100.0,5047
0,1,4.5,403,8,54,139,1500.0,5047
0,0,4.4,2435,48,25,1124,1500.0,5047
1,1,4.1,2180,8,27,539,2000.0,5047
0,0,4.6,988,49,37,1654,3000.0,5047
0,1,4.5,5290,76,21,5,2500.0,5047
1,1,4.5,1258,76,21,146,1700.0,5047
1,0,4.3,7584,12,46,33,1500.0,5047
0,1,4.4,2055,48,21,927,1200.0,5047
1,1,4.5,1142,12,21,208,1200.0,5047
